index,search_song_x,search_artist_x,search_term,matched_song,matched_artist,collection,preview_url,apple_release_date,apple_track_time_ms,apple_duration_sec,apple_genre,apple_collection,apple_track_id_x,apple_artist_id,match_score,title_score,artist_score,version_penalty,match_status,failure_reason,artist_overlap,usable_match,usable_match_v2,recovery_reason,search_song_y,search_artist_y,apple_track_id_y,preview_file,download_status
3044,Summer Nights,Rascal Flatts,summer nights rascal flatts,Summer Nights,Rascal Flatts,Unstoppable,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/31/df/ab/31dfab4d-45eb-4503-da91-63430c545cdc/mzaf_1096672976389961583.plus.aac.p.m4a,2009-04-07T12:00:00Z,242027.0,242.027,Country,Unstoppable,1440618179.0,3300203.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Summer Nights,Rascal Flatts,1440618179.0,preview_clips/rascal_flatts__summer_nights__1440618179.0.m4a,downloaded
3045,Summer Sixteen,Drake,summer sixteen drake,Summer Sixteen,Drake,Summer Sixteen - Single,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/97/17/8e/97178ed3-2a21-17aa-5d87-1c6a917ba9cc/mzaf_11108350436746779264.plus.aac.p.m4a,2016-01-30T12:00:00Z,202425.0,202.425,Hip-Hop/Rap,Summer Sixteen - Single,1445058382.0,271256.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Summer Sixteen,Drake,1445058382.0,preview_clips/drake__summer_sixteen__1445058382.0.m4a,downloaded
3046,Summertime,Kenny Chesney,summertime kenny chesney,Summertime,Kenny Chesney,The Road and the Radio,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/fa/7c/6a/fa7c6a76-5cac-fc6a-0e06-36eb1073f5cd/mzaf_10729514167054921339.plus.aac.p.m4a,2005-11-08T08:00:00Z,206587.0,206.587,Country,The Road and the Radio,262613509.0,205322.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Summertime,Kenny Chesney,262613509.0,preview_clips/kenny_chesney__summertime__262613509.0.m4a,downloaded
3047,Summertime,New Kids on the Block,summertime new kids on the block,Summertime,New Kids On the Block,The Block,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/7a/c4/21/7ac421dd-0fb4-b47f-d625-7b308515e683/mzaf_6717449296622394753.plus.aac.p.m4a,2008-05-13T12:00:00Z,202413.0,202.413,Pop,The Block,1443234631.0,476671.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Summertime,New Kids on the Block,1443234631.0,preview_clips/new_kids_on_the_block__summertime__1443234631.0.m4a,downloaded
3048,Summertime Sadness,Lana Del Rey vs. Cedric Gervais,summertime sadness lana del rey vs cedric gervais,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) [Cedric Gervais Remix],Lana Del Rey & Cedric Gervais,It's No Big Deal - 2010s Pop Throwbacks,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/d4/12/76/d41276c9-6a02-96f0-0efa-221b8218a221/mzaf_2408207293879999799.plus.aac.p.m4a,2013-01-20T12:00:00Z,214912.0,214.912,Dance,It's No Big Deal - 2010s Pop Throwbacks,1610112944.0,464296584.0,0.7342105263157895,1.0,0.9473684210526316,0.25,LOW_CONFIDENCE,SUCCESS,1.0,False,True,likely_recoverable_manual_rule,Summertime Sadness,Lana Del Rey vs. Cedric Gervais,1610112944.0,preview_clips/lana_del_rey_vs_cedric_gervais__summertime_sadness__1610112944.0.m4a,downloaded
3049,Summertime's Close,Zach Bryan,summertimes close zach bryan,Summertime's Close,Zach Bryan,Zach Bryan,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/f0/de/3d/f0de3db1-a4ee-069d-a0fb-4ef2f647d28c/mzaf_26478571577625781.plus.aac.p.m4a,2023-01-27T12:00:00Z,186187.0,186.187,Country,Zach Bryan,1703217229.0,1436413980.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Summertime's Close,Zach Bryan,1703217229.0,preview_clips/zach_bryan__summertime_s_close__1703217229.0.m4a,downloaded
3050,Sunday Best,Surfaces,sunday best surfaces,Sunday Best,Surfaces,Where the Light Is,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/19/5d/c8/195dc887-0272-4ba1-4cb3-7f6216d102cc/mzaf_16366333469501790932.plus.aac.p.m4a,2019-01-06T12:00:00Z,158639.0,158.639,Pop,Where the Light Is,1711402500.0,1168766439.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Sunday Best,Surfaces,1711402500.0,preview_clips/surfaces__sunday_best__1711402500.0.m4a,downloaded
3051,Sunday Morning,Maroon 5,sunday morning maroon 5,Sunday Morning,Maroon 5,Songs About Jane,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/92/c3/84/92c384a2-735f-8db8-7a73-4872c9536eae/mzaf_14826141538439117694.plus.aac.p.m4a,2002-06-25T12:00:00Z,243920.0,243.92,Pop,Songs About Jane,1440851735.0,1798556.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Sunday Morning,Maroon 5,1440851735.0,preview_clips/maroon_5__sunday_morning__1440851735.0.m4a,downloaded
3052,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,sunflower post malone,Sunflower (Spider-Man: Into the Spider-Verse),Post Malone & Swae Lee,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/98/f0/d6/98f0d67e-f8bf-762d-cac7-1c6b3b6b35dd/mzaf_4543283896248560946.plus.aac.p.m4a,2018-10-19T07:00:00Z,158040.0,158.04,Hip-Hop/Rap,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),1445949267.0,966309175.0,0.9129032258064516,1.0,0.7096774193548387,0.0,REVIEW,SUCCESS,1.0,True,True,,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,1445949267.0,preview_clips/post_malone_swae_lee__sunflower_spider_man_into_the_spider_verse__1445949267.0.m4a,downloaded
3053,Sunny And 75,Joe Nichols,sunny and 75 joe nichols,Sunny And 75,Joe Nichols,Crickets,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/12/89/a1/1289a1eb-3c19-1ed6-0851-8fb8f66a7301/mzaf_15393641264718376393.plus.aac.p.m4a,2013-05-13T12:00:00Z,207143.0,207.143,Country,Crickets,1529437779.0,330697.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Sunny And 75,Joe Nichols,1529437779.0,preview_clips/joe_nichols__sunny_and_75__1529437779.0.m4a,downloaded
3054,Sunrise,Morgan Wallen,sunrise morgan wallen,Sunrise,Morgan Wallen,One Thing At A Time,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/f5/a9/04/f5a9045e-ba1e-8c7e-1ff0-e31cfafa51b4/mzaf_14032478534590035527.plus.aac.p.m4a,2023-03-03T12:00:00Z,182522.0,182.522,Country,One Thing At A Time,1818424878.0,829142092.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Sunrise,Morgan Wallen,1818424878.0,preview_clips/morgan_wallen__sunrise__1818424878.0.m4a,downloaded
3055,Sunroof,Nicky Youre & dazy,sunroof nicky youre,Sunroof,Nicky Youre & Dazy,Good Times Go,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/24/8f/16/248f160f-12c1-71c6-54d9-16f0b96f085c/mzaf_12108682635941222443.plus.aac.p.m4a,2021-12-03T12:00:00Z,163026.0,163.026,Pop,Good Times Go,1689433299.0,1514850269.0,0.9444444444444444,1.0,0.8148148148148148,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Sunroof,Nicky Youre & dazy,1689433299.0,preview_clips/nicky_youre_dazy__sunroof__1689433299.0.m4a,downloaded
3056,Supalonely,BENEE Featuring Gus Dapperton,supalonely benee,Supalonely (feat. Gus Dapperton),BENEE,Stella & Steve - EP,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/72/1e/ea/721eea65-f865-9d5a-cadb-050fd425bfd8/mzaf_13690088565968427104.plus.aac.p.m4a,2019-11-15T12:00:00Z,223488.0,223.488,Alternative,Stella & Steve - EP,1486925302.0,1362746533.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Supalonely,BENEE Featuring Gus Dapperton,1486925302.0,preview_clips/benee_featuring_gus_dapperton__supalonely__1486925302.0.m4a,downloaded
3057,Super Bass,Nicki Minaj,super bass nicki minaj,Super Bass,Nicki Minaj,Pink Friday (Deluxe Edition),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/bc/c1/0d/bcc10d4a-6cb8-ee10-8635-fe76f4d05ed7/mzaf_4691317699735556159.plus.aac.p.m4a,2010-11-22T12:00:00Z,201253.0,201.253,Hip-Hop/Rap,Pink Friday (Deluxe Edition),1440910489.0,278464538.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Super Bass,Nicki Minaj,1440910489.0,preview_clips/nicki_minaj__super_bass__1440910489.0.m4a,downloaded
3058,Super Freaky Girl,Nicki Minaj,super freaky girl nicki minaj,Super Freaky Girl,Nicki Minaj,Super Freaky Girl - Single,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/59/72/c7/5972c777-718f-7f0a-dfe1-9b0fc80df8b0/mzaf_7999193250912321516.plus.aac.p.m4a,2022-08-12T12:00:00Z,170977.0,170.977,Hip-Hop/Rap,Super Freaky Girl - Single,1638814933.0,278464538.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Super Freaky Girl,Nicki Minaj,1638814933.0,preview_clips/nicki_minaj__super_freaky_girl__1638814933.0.m4a,downloaded
3059,Super Gremlin,Kodak Black,super gremlin kodak black,Super Gremlin,Kodak Black,Back For Everything,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/26/2e/cf/262ecf29-ea03-214d-73a9-332697fb16e1/mzaf_14475928474019863579.plus.aac.p.m4a,2022-02-10T08:00:00Z,200548.0,200.548,Hip-Hop/Rap,Back For Everything,1613765773.0,953921140.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Super Gremlin,Kodak Black,1613765773.0,preview_clips/kodak_black__super_gremlin__1613765773.0.m4a,downloaded
3060,Superhero (Heroes & Villains),"""Metro Boomin, Future & Chris Brown""",superhero metro boomin,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown",HEROES & VILLAINS,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/f9/ae/6a/f9ae6a68-7565-dc7b-185e-a0ce43a9311e/mzaf_12054312603935333621.plus.aac.p.m4a,2022-12-02T12:00:00Z,182667.0,182.667,Hip-Hop/Rap,HEROES & VILLAINS,1657583932.0,670534462.0,0.8674418604651164,1.0,0.5581395348837209,0.0,REVIEW,SUCCESS,1.0,True,True,,Superhero (Heroes & Villains),"""Metro Boomin, Future & Chris Brown""",1657583932.0,preview_clips/metro_boomin_future_chris_brown__superhero_heroes_villains__1657583932.0.m4a,downloaded
3061,Superman,Morgan Wallen,superman morgan wallen,Superman,Morgan Wallen,I’m The Problem,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/42/d3/3c/42d33c0f-4aa8-c268-b0e0-5a26c654503f/mzaf_11920192527154582856.plus.aac.p.m4a,2025-05-16T12:00:00Z,188201.0,188.201,Country,I’m The Problem,1802103973.0,829142092.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Superman,Morgan Wallen,1802103973.0,preview_clips/morgan_wallen__superman__1802103973.0.m4a,downloaded
3062,Superman,Taylor Swift,superman taylor swift,Superman,Taylor Swift,Speak Now (Deluxe Edition),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/2a/70/7b/2a707bfc-8478-2e82-c3d8-67a8f831982c/mzaf_6120480025445030655.plus.aac.p.m4a,2010-10-25T12:00:00Z,275960.0,275.96,Pop,Speak Now (Deluxe Edition),1440935933.0,159260351.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Superman,Taylor Swift,1440935933.0,preview_clips/taylor_swift__superman__1440935933.0.m4a,downloaded
3063,Supernatural,Ariana Grande,supernatural ariana grande,supernatural,Ariana Grande,eternal sunshine,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/ed/ee/f4/edeef415-bda6-bb41-fe0f-16a29d2b378b/mzaf_5043663649141683129.plus.aac.p.m4a,2024-03-08T12:00:00Z,163382.0,163.382,Pop,eternal sunshine,1725877965.0,412778295.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Supernatural,Ariana Grande,1725877965.0,preview_clips/ariana_grande__supernatural__1725877965.0.m4a,downloaded
3064,Superstar,Lupe Fiasco Featuring Matthew Santos,superstar lupe fiasco,Superstar (feat. Matthew Santos),Lupe Fiasco,Lupe Fiasco's The Cool (Deluxe Edition),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/ff/8c/32/ff8c3258-1c16-0e2c-c168-93a6a35fedc7/mzaf_6564347755099160213.plus.aac.p.m4a,2007-09-25T07:00:00Z,289000.0,289.0,Hip-Hop/Rap,Lupe Fiasco's The Cool (Deluxe Edition),269746765.0,2851441.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Superstar,Lupe Fiasco Featuring Matthew Santos,269746765.0,preview_clips/lupe_fiasco_featuring_matthew_santos__superstar__269746765.0.m4a,downloaded
3065,Superstar,Taylor Swift,superstar taylor swift,SuperStar,Taylor Swift,Fearless (Platinum Edition),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/e7/84/2b/e7842b8c-d5c0-907c-6f23-26553020e5d4/mzaf_9669144971446802373.plus.aac.p.m4a,2008-11-11T12:00:00Z,261453.0,261.453,Country,Fearless (Platinum Edition),1452859100.0,159260351.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Superstar,Taylor Swift,1452859100.0,preview_clips/taylor_swift__superstar__1452859100.0.m4a,downloaded
3066,Sure Be Cool If You Did,Blake Shelton,sure be cool if you did blake shelton,Sure Be Cool If You Did,Blake Shelton,Reloaded: 20 #1 Hits,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/e1/54/03/e15403b3-2166-4b1b-635c-441ab851a007/mzaf_5801147518638955689.plus.aac.p.m4a,2013-01-07T12:00:00Z,215707.0,215.707,Country,Reloaded: 20 #1 Hits,1038393451.0,189204.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Sure Be Cool If You Did,Blake Shelton,1038393451.0,preview_clips/blake_shelton__sure_be_cool_if_you_did__1038393451.0.m4a,downloaded
3067,Sure Thing,Miguel,sure thing miguel,Sure Thing,Miguel,All I Want Is You,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/38/ce/53/38ce5326-d266-199e-7a0b-1522dbb811f6/mzaf_13323655194853672050.plus.aac.p.m4a,2010-11-26T08:00:00Z,195373.0,195.373,R&B/Soul,All I Want Is You,439618071.0,29254083.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Sure Thing,Miguel,439618071.0,preview_clips/miguel__sure_thing__439618071.0.m4a,downloaded
3068,Surface Pressure,Jessica Darrow,surface pressure jessica darrow,Surface Pressure,Jessica Darrow,Encanto (Original Motion Picture Soundtrack),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/aa/f6/4f/aaf64f86-db9a-ff3e-fff0-1dd936c5d0d0/mzaf_11597969219394211180.plus.aac.p.m4a,2021-11-19T12:00:00Z,202227.0,202.227,Musicals,Encanto (Original Motion Picture Soundtrack),1594677759.0,1593375516.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Surface Pressure,Jessica Darrow,1594677759.0,preview_clips/jessica_darrow__surface_pressure__1594677759.0.m4a,downloaded
3069,Surround Sound,JID Featuring 21 Savage & Baby Tate,surround sound jid,Surround Sound (feat. 21 Savage & Baby Tate),JID,Surround Sound (feat. 21 Savage & Baby Tate) - Single,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/9e/d5/b9/9ed5b9e8-f967-bcf8-82f4-2110fe53d80a/mzaf_8246477012252377382.plus.aac.p.m4a,2022-01-14T12:00:00Z,229938.0,229.938,Hip-Hop/Rap,Surround Sound (feat. 21 Savage & Baby Tate) - Single,1603923360.0,282841404.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Surround Sound,JID Featuring 21 Savage & Baby Tate,1603923360.0,preview_clips/jid_featuring_21_savage_baby_tate__surround_sound__1603923360.0.m4a,downloaded
3070,Survival,Drake,survival drake,Survival,Drake,Scorpion,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/ba/2d/a8/ba2da8b0-6d4b-7918-5517-0d64d500bf69/mzaf_5927129521105488876.plus.aac.p.m4a,2018-06-29T12:00:00Z,136187.0,136.187,Hip-Hop/Rap,Scorpion,1406109773.0,271256.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Survival,Drake,1406109773.0,preview_clips/drake__survival__1406109773.0.m4a,downloaded
3071,Survival,Eminem,survival eminem,Survival,Eminem,The Marshall Mathers LP2,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/a7/49/aa/a749aa0e-0adf-21ac-2f77-906d420ec06d/mzaf_1266907585471303398.plus.aac.p.m4a,2013-10-08T12:00:00Z,272417.0,272.417,Hip-Hop/Rap,The Marshall Mathers LP2,1440858771.0,111051.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Survival,Eminem,1440858771.0,preview_clips/eminem__survival__1440858771.0.m4a,downloaded
3072,Swagga Like Us,Jay-Z & T.I. Featuring Kanye West & Lil Wayne,swagga like us jay z,Swagga Like Us (feat. Kanye West & Lil Wayne),JAŸ-Z & T.I.,Paper Trail,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/07/f1/aa/07f1aa9b-0aa0-d85a-a8bf-2b9dcfba6626/mzaf_16514245037953441222.plus.aac.p.m4a,2008-09-06T12:00:00Z,327707.0,327.707,Rap,Paper Trail,1258981735.0,1352449404.0,0.8846153846153847,1.0,0.6153846153846154,0.0,REVIEW,SUCCESS,0.75,True,True,,Swagga Like Us,Jay-Z & T.I. Featuring Kanye West & Lil Wayne,1258981735.0,preview_clips/jay_z_t_i_featuring_kanye_west_lil_wayne__swagga_like_us__1258981735.0.m4a,downloaded
3073,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,swalla jason derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign) - Single,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/6c/f7/70/6cf77089-8604-5388-bd79-98a17dfcb6ec/mzaf_2966480435095646782.plus.aac.p.m4a,2017-02-24T08:00:00Z,216409.0,216.409,Pop,Swalla (feat. Nicki Minaj & Ty Dolla $ign) - Single,1205573619.0,259118085.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,1205573619.0,preview_clips/jason_derulo_featuring_nicki_minaj_ty_dolla_ign__swalla__1205573619.0.m4a,downloaded
3074,Swang,Rae Sremmurd,swang rae sremmurd,Swang,Rae Sremmurd,SremmLife 2 (Deluxe),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/7a/6e/a9/7a6ea93f-43c3-c7cf-c515-b30cc9d1fe6e/mzaf_14419540669328599196.plus.aac.p.m4a,2016-08-12T12:00:00Z,208110.0,208.11,Hip-Hop/Rap,SremmLife 2 (Deluxe),1440843397.0,829356035.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Swang,Rae Sremmurd,1440843397.0,preview_clips/rae_sremmurd__swang__1440843397.0.m4a,downloaded
3075,Sweater Weather,The Neighbourhood,sweater weather the neighbourhood,Sweater Weather,The Neighbourhood,I Love You.,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/8c/37/20/8c372047-2727-8054-9411-0e4867643dd8/mzaf_10169659262182214119.plus.aac.p.m4a,2012-12-03T08:00:00Z,240400.0,240.4,Alternative,I Love You.,635016640.0,219350813.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Sweater Weather,The Neighbourhood,635016640.0,preview_clips/the_neighbourhood__sweater_weather__635016640.0.m4a,downloaded
3076,Sweet But Psycho,Ava Max,sweet but psycho ava max,Sweet but Psycho,Ava Max,Heaven & Hell,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/7d/96/ac/7d96acd9-0cec-f5af-4fab-8a93c3b6cbc3/mzaf_6373469644118153896.plus.aac.p.m4a,2018-08-17T12:00:00Z,187436.0,187.436,Pop,Heaven & Hell,1538214889.0,1265164818.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Sweet But Psycho,Ava Max,1538214889.0,preview_clips/ava_max__sweet_but_psycho__1538214889.0.m4a,downloaded
3077,Sweet Caroline,Glee Cast,sweet caroline glee cast,Sweet Caroline,Glee Cast,"Glee: The Music, Volume 1",https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/1b/a4/00/1ba400c1-8df5-35e4-3620-61c4ab4271e6/mzaf_6795019557254079542.plus.aac.p.m4a,2009-10-19T07:00:00Z,118133.0,118.133,Pop,"Glee: The Music, Volume 1",347886850.0,315816847.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Sweet Caroline,Glee Cast,347886850.0,preview_clips/glee_cast__sweet_caroline__347886850.0.m4a,downloaded
3078,Sweet Dreams,Beyonce,sweet dreams beyonce,Sweet Dreams,Beyoncé,I AM...SASHA FIERCE,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/91/a4/69/91a46971-565c-a5a1-9474-16ff08182be1/mzaf_938455618821068243.plus.aac.p.m4a,2008-11-12T08:00:00Z,208067.0,208.067,R&B/Soul,I AM...SASHA FIERCE,296016902.0,1419227.0,0.976923076923077,1.0,0.9230769230769232,0.0,AUTO_ACCEPT,SUCCESS,0.0,True,True,,Sweet Dreams,Beyonce,296016902.0,preview_clips/beyonce__sweet_dreams__296016902.0.m4a,downloaded
3079,Sweet Dreams,Koe Wetzel,sweet dreams koe wetzel,Sweet Dreams (Apple Music Sessions),Koe Wetzel,Apple Music Nashville Sessions,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/7d/5f/03/7d5f03a3-c515-83f1-c653-18df9a1d4943/mzaf_3527151933436093487.plus.aac.p.m4a,2024-10-01T12:00:00Z,240916.0,240.916,Country,Apple Music Nashville Sessions,1769097608.0,1139953953.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Sweet Dreams,Koe Wetzel,1769097608.0,preview_clips/koe_wetzel__sweet_dreams__1769097608.0.m4a,downloaded
3080,Sweet Nothing,Calvin Harris Featuring Florence Welch,sweet nothing calvin harris,Sweet Nothing (feat. Florence Welch),Calvin Harris,18 Months,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/87/6b/29/876b29ee-586e-c375-8afa-4fec8f395c96/mzaf_10966959714852930749.plus.aac.p.m4a,2012-10-11T12:00:00Z,213973.0,213.973,Dance,18 Months,1713469232.0,201955086.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Sweet Nothing,Calvin Harris Featuring Florence Welch,1713469232.0,preview_clips/calvin_harris_featuring_florence_welch__sweet_nothing__1713469232.0.m4a,downloaded
3081,Sweet Nothing,Taylor Swift,sweet nothing taylor swift,Sweet Nothing,Taylor Swift,Midnights,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/4c/d9/9d/4cd99d56-598e-5f69-8007-f0d2652b8a82/mzaf_1308049008659075487.plus.aac.p.m4a,2022-10-21T12:00:00Z,188497.0,188.497,Pop,Midnights,1649434507.0,159260351.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Sweet Nothing,Taylor Swift,1649434507.0,preview_clips/taylor_swift__sweet_nothing__1649434507.0.m4a,downloaded
3082,Sweet Thing,Keith Urban,sweet thing keith urban,Sweet Thing,Keith Urban,Defying Gravity,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/0e/4f/e9/0e4fe934-a77d-f951-9d00-cc19724aae54/mzaf_16136973902093313230.plus.aac.p.m4a,2008-11-03T12:00:00Z,228187.0,228.187,Country,Defying Gravity,1440834541.0,549836.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Sweet Thing,Keith Urban,1440834541.0,preview_clips/keith_urban__sweet_thing__1440834541.0.m4a,downloaded
3083,Sweeter Than Fiction,Taylor Swift,sweeter than fiction taylor swift,"Sweeter Than Fiction (From ""One Chance"")",Taylor Swift,"Sweeter Than Fiction (From ""One Chance"") - Single",https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/c0/89/e7/c089e70a-5b32-9898-5231-7808063d4420/mzaf_8263979227291743037.plus.aac.p.m4a,2013-10-21T12:00:00Z,234633.0,234.633,Country,"Sweeter Than Fiction (From ""One Chance"") - Single",1445003702.0,159260351.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Sweeter Than Fiction,Taylor Swift,1445003702.0,preview_clips/taylor_swift__sweeter_than_fiction__1445003702.0.m4a,downloaded
3084,Sweetest Girl (Dollar Bill),"""Wyclef Jean Featuring Akon, Lil Wayne & Niia""",sweetest girl wyclef jean,"Sweetest Girl (Dollar Bill) [feat. Akon, Lil Wayne & Niia]",Wyclef Jean,"Carnival, Vol. II: Memoirs of an Immigrant (Deluxe Edition)",https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/1f/e0/a2/1fe0a20d-2688-b03e-8e0c-e26e0a1ea9da/mzaf_10937632358787890230.plus.aac.p.m4a,2007-08-14T07:00:00Z,239440.0,239.44,Hard Rock,"Carnival, Vol. II: Memoirs of an Immigrant (Deluxe Edition)",268625075.0,14154.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Sweetest Girl (Dollar Bill),"""Wyclef Jean Featuring Akon, Lil Wayne & Niia""",268625075.0,preview_clips/wyclef_jean_featuring_akon_lil_wayne_niia__sweetest_girl_dollar_bill__268625075.0.m4a,downloaded
