Song,Artist,first_chart_date,last_chart_date,entry_rank,peak_rank,total_weeks,top10_weeks,top40_weeks,avg_rank,peak_date,lifespan_weeks,time_to_peak,entry_year,weeks_since_last_chart,potentially_incomplete,apple_release_date,apple_duration_sec,apple_genre,days_release_to_chart,days_release_to_peak,tempo_bpm,tempo_bpm_raw,tempo_bpm_adjusted,tempo_adjustment_reason,rms_loudness,valence,arousal,spectral_centroid_mean,spectral_rolloff_mean,mode,key_strength,genre_1,genre_1_score,genre_2,genre_2_score,genre_3,genre_3_score,genre_4,genre_4_score,genre_5,genre_5_score,genre_family_blues,genre_family_classical,genre_family_electronic,genre_family_folk_world_and_country,genre_family_funk_soul,genre_family_hip_hop,genre_family_jazz,genre_family_latin,genre_family_pop,genre_family_reggae,genre_family_rock,audio_feature_error
Star Walkin' (League Of Legends Worlds Anthem),Lil Nas X,2022-10-05,2023-02-01,32,32,18,0,3,59.44444444444444,2022-10-05,18,0.0,2022,172.0,False,2022-09-22 12:00:00,210.576,Pop,12.0,12.0,141.9240264892578,141.9240264892578,141.9240264892578,unchanged,0.341183990240097,6.261117935180664,6.256805419921875,4035.987388386098,2505.8305323401164,minor,0.8182753920555115,Hip Hop---Cloud Rap,0.1445638239383697,Electronic---House,0.1420054584741592,Hip Hop---Trap,0.1310484260320663,Electronic---Dubstep,0.0880736783146858,Electronic---Hands Up,0.079609103500843,0.0006706674506631,0.0001761482689346,0.8376276857315901,0.0067818640097243,0.0437154966602975,0.3824909141692387,0.0010221408671782,0.0172333904925778,0.0885474472920577,0.0139344348772283,0.0364487464805165,
Starboy,The Weeknd Featuring Daft Punk,2016-10-05,2017-04-26,40,1,30,19,30,12.333333333333334,2017-01-04,30,13.0,2016,473.0,False,2016-09-21 12:00:00,230.461,R&B/Soul,13.0,104.0,93.04019165039062,93.04019165039062,93.04019165039062,unchanged,0.3419655561447143,6.11652135848999,5.451691150665283,2485.36638277603,464.3305255901703,minor,0.9142157435417176,Electronic---Tropical House,0.3371421098709106,Hip Hop---Trap,0.2200347781181335,Pop---Europop,0.2170807719230651,Electronic---Chillwave,0.1813039481639862,Electronic---Eurobeat,0.1067135259509086,0.0002318547871471,0.0002030673315687,1.32216020641496,0.0222568150883053,0.0668495028476172,0.3095179718477538,0.0022908592363819,0.0834689960326322,0.3745049423241653,0.0712454999666079,0.014226700838563,
Stargazing,Myles Smith,2024-05-22,2025-05-21,77,19,52,0,31,36.94230769230769,2025-01-08,52,33.0,2024,52.0,False,2024-05-10 12:00:00,172.533,Singer/Songwriter,11.0,242.0,123.91636657714844,123.91636657714844,123.91636657714844,unchanged,0.3378616571426391,5.494974613189697,4.9043965339660645,2554.3671556124377,902.1945445530184,major,0.9362829327583312,Electronic---House,0.2479410171508789,Electronic---Tropical House,0.1978986859321594,Electronic---Electro House,0.1614614129066467,Rock---Pop Rock,0.1013502329587936,Electronic---Dance-pop,0.0998577326536178,0.021847902888112,0.0026383307294963,1.2428676138060837,0.0669387944799382,0.0424461941656773,0.052059900099266,0.0075593484398268,0.0110291456182949,0.1379202031639579,0.0229568714275956,0.5105688840976654,
Stargazing,Travis Scott,2018-08-15,2018-10-03,8,8,8,1,4,51.125,2018-08-15,8,0.0,2018,398.0,False,2018-08-03 07:00:00,270.715,Hip-Hop/Rap,11.0,11.0,150.0358428955078,150.0358428955078,75.0179214477539,halved_145_180_likely_double_time,0.4267687797546386,5.7521586418151855,4.790436744689941,2845.9488062185833,1127.0044513081396,minor,0.9136043190956116,Hip Hop---Trap,0.5255841016769409,Hip Hop---Cloud Rap,0.2847225666046142,Electronic---Grime,0.1281088888645172,Hip Hop---Grime,0.124890498816967,Electronic---Dubstep,0.0739548280835151,0.0001922501544413,3.56765243019197e-05,0.3832128956894038,0.0004868728048414,0.013110430714903,1.3662056187004057,0.0002321202426855,0.0108165839034626,0.0360880292760157,0.0149720212430111,0.0097611109548454,
Staring At The Sun,Post Malone Featuring SZA,2019-09-18,2019-09-25,34,34,2,0,1,52.0,2019-09-18,2,0.0,2019,347.0,False,2019-09-06 12:00:00,168.28,Hip-Hop/Rap,11.0,11.0,95.02644348144533,95.02644348144533,95.02644348144533,unchanged,0.3622816801071167,5.922128200531006,6.014865875244141,2253.315327104031,1182.4761830616292,major,0.814590334892273,Pop---K-pop,0.3439851403236389,Electronic---Synth-pop,0.1819879412651062,Pop---Indie Pop,0.1228096410632133,Rock---Alternative Rock,0.0722553133964538,Electronic---Electro,0.0667304918169975,0.0002894857858564,0.0003374601395194,0.770520697486063,0.0024348669949034,0.0371661855751881,0.0855041704999166,0.0009338444635318,0.0115766179022642,0.5599582112515691,0.0327898479081341,0.2295467595748732,
Stars,¥$: Ye & Ty Dolla $ign,2024-02-21,2024-02-21,39,39,1,0,1,39.0,2024-02-21,1,0.0,2024,117.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stars Are Blind,Paris Hilton,2006-07-05,2006-09-20,18,18,12,0,7,38.25,2006-07-05,12,0.0,2006,1026.0,False,2006-06-05 12:00:00,236.6,Pop,29.0,29.0,102.09444427490234,102.09444427490234,102.09444427490234,unchanged,0.3125434219837188,6.438263416290283,6.6968770027160645,4133.105454650406,1935.9518077761627,major,0.8675464391708374,Reggae---Reggae-Pop,0.4549789130687713,Pop---Europop,0.4251579046249389,Electronic---Euro House,0.1405897587537765,Reggae---Reggae,0.1263784170150756,Electronic---Eurodance,0.1231733635067939,0.0001842195907393,4.912424170022689e-05,0.5859347323471198,0.0062294353959035,0.0207881783203447,0.0719795233653712,0.0015413557163697,0.0128947886941546,0.6815549862485568,0.8078167269704863,0.0445419997669551,
Starships,Nicki Minaj,2012-03-07,2012-09-26,10,5,31,20,29,13.8,2012-04-04,31,4.0,2012,712.0,False,2012-02-14 12:00:00,210.627,Hip-Hop/Rap,21.0,49.0,123.96936798095705,123.96936798095705,123.96936798095705,unchanged,0.3266995251178741,7.247969150543213,6.317910671234131,5021.0033584453,3858.2100032652866,major,0.8238595724105835,Electronic---House,0.3166067004203796,Electronic---Electro House,0.2403205186128616,Pop---K-pop,0.2133947759866714,Electronic---Dance-pop,0.1501325219869613,Electronic---Electro,0.1098484247922897,0.0001524424284298,7.119483204576227e-05,1.5385160557086692,0.0015140363082934,0.0095380911527627,0.0350904778371159,0.0007436678544081,0.0048425865941794,0.3484872141088999,0.0046737166262573,0.0196504317269869,
Start Me Up / Livin' On A Prayer,Glee Cast,2010-11-24,2010-11-24,31,31,1,0,1,31.0,2010-11-24,1,0.0,2010,808.0,False,2010-11-09 08:00:00,170.707,Pop,14.0,14.0,123.01201629638672,123.01201629638672,123.01201629638672,unchanged,0.2714905440807342,6.777212142944336,6.064587116241455,3318.559850923048,1844.5721794577205,major,0.9048497080802916,Rock---Pop Rock,0.2384379357099533,Pop---Ballad,0.2231963872909546,Rock---AOR,0.1461981832981109,Rock---Hard Rock,0.1448631882667541,Rock---Soft Rock,0.143486350774765,0.021477588063135,0.0071631993828304,0.1610409558180503,0.1201706717963588,0.1057024301080389,0.0245561780279501,0.0046417129306064,0.0316869232920282,0.4950711261190008,0.0054207206467253,1.1107940249720514,
Start Of Something New,"""Zac Efron, Andrew Seeley & Vanessa Anne Hudgens""",2006-02-08,2006-03-01,28,28,4,0,1,68.0,2006-02-08,4,0.0,2006,1055.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Started From The Bottom,Drake,2013-02-20,2013-07-17,63,6,22,10,18,20.045454545454547,2013-03-06,22,2.0,2013,670.0,False,2013-02-01 12:00:00,173.922,Hip-Hop/Rap,18.0,32.0,86.26192474365234,86.26192474365234,86.26192474365234,unchanged,0.2759782373905182,5.089332580566406,5.333426475524902,4210.721809020523,2965.322379178779,major,0.5619084239006042,Electronic---Juke,0.3179980218410492,Hip Hop---Trap,0.2859443128108978,Hip Hop---Gangsta,0.1743503659963607,Electronic---Ghetto,0.1129065975546836,Hip Hop---Bounce,0.1013244241476059,0.0004697791461012,1.1551212155680446e-05,0.7514192377347797,0.0013511354025652,0.0315336688217939,1.2964008545386605,0.0008479702638624,0.0123298550736876,0.0258126000097718,0.022572946629225,0.0057479428068631,
Starting Over,Chris Stapleton,2020-09-09,2021-04-28,57,25,34,0,12,51.088235294117645,2020-11-25,34,11.0,2020,264.0,False,2020-08-29 07:00:00,240.405,Country,10.0,87.0,89.26470184326172,89.26470184326172,89.26470184326172,unchanged,0.1699420660734176,4.919273376464844,5.321320533752441,2201.754866347202,949.163562863372,major,0.9507205486297609,"Folk, World, & Country---Country",0.2316148579120636,"Folk, World, & Country---Bluegrass",0.1756612211465835,Rock---Country Rock,0.1602946370840072,"Folk, World, & Country---Celtic",0.1172117739915847,"Folk, World, & Country---Folk",0.1168415993452072,0.0890601745632011,0.0010401582452459,0.0183733012762026,0.7585873652133159,0.0225046548603131,0.0087915367581672,0.0051904283059229,0.003410335156559,0.0921910788806599,0.0130148052121512,0.793166317791929,
Starving,Hailee Steinfeld & Grey Featuring Zedd,2016-08-17,2017-03-01,96,12,29,0,24,29.86206896551724,2016-12-14,29,17.0,2016,481.0,False,2015-11-13 12:00:00,181.838,Pop,277.0,396.0,100.0366439819336,100.0366439819336,100.0366439819336,unchanged,0.331730842590332,6.282198429107666,6.3679022789001465,3488.7682813047995,1961.1881409636223,major,0.8130925297737122,Electronic---Tropical House,0.5881069898605347,Electronic---Dance-pop,0.4643884301185608,Electronic---House,0.3087222576141357,Electronic---Deep House,0.2651340067386627,Electronic---Chillwave,0.1548979729413986,0.000192562948726,2.7718742099835936e-05,2.1393106411887857,0.0014217593979257,0.019562502196095,0.0579187065233242,0.0009000241291801,0.0221845371099203,0.1315868404737443,0.0068807911779487,0.0071834097377063,
State Of Grace,Taylor Swift,2012-10-31,2012-10-31,13,13,1,0,1,13.0,2012-10-31,1,0.0,2012,707.0,False,2012-10-16 12:00:00,295.725,Country,14.0,14.0,129.86180114746094,129.86180114746094,129.86180114746094,unchanged,0.2173182666301727,5.699682235717773,6.014095783233643,2896.9538111258585,1157.9763312088817,major,0.771874189376831,Rock---Alternative Rock,0.2268682420253753,Rock---Pop Rock,0.1981766521930694,Rock---Pop Punk,0.1533847451210022,Rock---Punk,0.1295966356992721,Rock---Psychobilly,0.0670346170663833,0.0010680228224373,0.0045620872147082,0.2977846921871787,0.0264962279532596,0.0043491320780901,0.012652094715122,0.0029848822568965,0.0070098093252113,0.095087553091389,0.0064977322085724,1.6540539000234276,
State Of Grace (Taylor's Version),Taylor Swift,2021-11-24,2021-12-01,18,18,2,0,1,53.0,2021-11-24,2,0.0,2021,233.0,False,2012-10-16 12:00:00,295.725,Country,3325.0,3325.0,129.86180114746094,129.86180114746094,129.86180114746094,unchanged,0.2173182666301727,5.699682235717773,6.014095783233643,2896.9538111258585,1157.9763312088817,major,0.771874189376831,Rock---Alternative Rock,0.2268682420253753,Rock---Pop Rock,0.1981766521930694,Rock---Pop Punk,0.1533847451210022,Rock---Punk,0.1295966356992721,Rock---Psychobilly,0.0670346170663833,0.0010680228224373,0.0045620872147082,0.2977846921871787,0.0264962279532596,0.0043491320780901,0.012652094715122,0.0029848822568965,0.0070098093252113,0.095087553091389,0.0064977322085724,1.6540539000234276,
Stateside,PinkPantheress With Zara Larsson,2026-01-14,2026-05-20,100,6,19,7,15,26.42105263157895,2026-03-18,19,9.0,2026,0.0,True,2025-10-10 12:00:00,184.762,Pop,95.0,158.0,123.26923370361328,123.26923370361328,123.26923370361328,unchanged,0.3639433681964874,6.64763069152832,5.423525333404541,3570.48437159866,1331.7252805727553,minor,0.9351182579994202,Electronic---House,0.2532376050949096,Pop---K-pop,0.1793402731418609,Electronic---Electro,0.1331459283828735,Electronic---Dance-pop,0.0966167896986007,Electronic---Bassline,0.0556018874049186,0.0003229113250995,8.494917224766141e-05,1.2480102543640896,0.0020484783701917,0.075936014574836,0.1787189795782069,0.0052558066936398,0.014691287018671,0.287542309570199,0.0190876077613211,0.0095622708691109,
Stay,BTS,2020-12-02,2020-12-02,22,22,1,0,1,22.0,2020-12-02,1,0.0,2020,285.0,False,2020-11-20 12:00:00,204.8,K-Pop,11.0,11.0,125.83789825439452,125.83789825439452,125.83789825439452,unchanged,0.1312180757522583,4.849572658538818,4.7145891189575195,2574.395156730339,1315.7270814170215,major,0.8810747265815735,Hip Hop---Trap,0.1556046456098556,Electronic---Tropical House,0.1512672156095504,Electronic---Deep House,0.1136910840868949,Electronic---Grime,0.1017622277140617,Electronic---House,0.1014584749937057,0.001372618607661,0.003817521586825,1.4673016988454035,0.0171804068945675,0.0284872108895797,0.3130301091723595,0.0117468205617115,0.0175427037402187,0.1470614589052274,0.0063310427394753,0.1791354272027092,
